Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,Application_Date,Offer_Date,Join_Date,Days_to_Offer,Days_to_Join,Funnel_Stage_Drop,Month
33,1,3,11,5,46.79,83,51,54,1,1,2024-01-18,2024-02-19,2024-03-13,32,23.0,Joined,Feb-2024
21,0,2,9,5,11.12,97,89,53,3,1,2024-05-20,2024-06-14,2024-07-11,25,27.0,Joined,Jun-2024
47,1,2,13,3,37.02,37,75,77,2,0,2024-06-01,2024-06-21,,20,,Dropped at Interview,Jun-2024
49,0,1,14,2,43.46,25,13,39,2,0,2024-01-08,2024-01-25,,17,,Dropped at Screening,Jan-2024
23,1,3,5,2,26.52,81,88,14,3,0,2024-03-14,2024-04-16,,33,,Dropped at Offer,Apr-2024
20,0,3,3,4,33.79,91,71,80,3,0,2024-06-08,2024-07-14,,36,,Dropped at Offer,Jul-2024
27,0,1,11,1,40.94,50,67,17,3,1,2024-05-24,2024-06-27,2024-07-04,34,7.0,Joined,Jun-2024
48,1,2,6,2,13.77,72,27,95,2,0,2024-04-11,2024-04-22,,11,,Dropped at Offer,Apr-2024
22,1,2,7,5,15.55,95,70,22,1,0,2024-03-19,2024-04-19,,31,,Dropped at Offer,Apr-2024
51,1,2,8,1,1.03,52,9,61,3,1,2024-03-19,2024-04-24,2024-05-23,36,29.0,Joined,Apr-2024
29,0,1,12,1,48.19,55,56,45,3,0,2024-04-30,2024-06-09,,40,,Dropped at Offer,Jun-2024
29,0,2,15,3,45.96,58,99,86,3,1,2024-06-24,2024-07-24,2024-08-08,30,15.0,Joined,Jul-2024
38,0,1,10,2,38.46,69,65,98,1,1,2024-03-03,2024-04-04,2024-04-16,32,12.0,Joined,Apr-2024
53,1,1,5,3,4.87,77,89,38,1,1,2024-02-09,2024-03-08,2024-03-16,28,8.0,Joined,Mar-2024
52,0,3,14,2,22.93,91,49,14,3,1,2024-03-24,2024-04-26,2024-05-08,33,12.0,Joined,Apr-2024
42,0,2,5,4,5.99,57,13,52,1,1,2024-01-15,2024-02-12,2024-02-27,28,15.0,Joined,Feb-2024
47,1,1,7,3,1.78,87,15,87,3,0,2024-04-08,2024-05-20,,42,,Dropped at Offer,May-2024
51,0,2,11,3,31.19,12,53,63,1,0,2024-05-13,2024-06-16,,34,,Dropped at Screening,Jun-2024
26,0,2,4,5,48.08,42,42,62,2,1,2024-04-30,2024-05-14,2024-05-23,14,9.0,Joined,May-2024
48,1,3,13,3,45.24,75,41,91,2,0,2024-03-03,2024-03-23,,20,,Dropped at Offer,Mar-2024
27,0,2,2,2,35.14,50,80,79,1,1,2024-05-15,2024-06-10,2024-07-02,26,22.0,Joined,Jun-2024
20,1,3,11,5,5.74,18,21,15,2,0,2024-05-07,2024-05-24,,17,,Dropped at Screening,May-2024
22,1,1,2,3,14.43,20,67,69,2,0,2024-04-21,2024-05-07,,16,,Dropped at Screening,May-2024
43,1,2,12,3,16.68,90,18,65,2,0,2024-04-20,2024-05-05,,15,,Dropped at Offer,May-2024
42,1,1,5,4,38.39,82,65,12,3,0,2024-02-01,2024-03-10,,38,,Dropped at Offer,Mar-2024
27,1,2,1,3,40.31,23,38,46,1,0,2024-02-14,2024-03-15,,30,,Dropped at Screening,Mar-2024
22,0,1,15,1,19.87,25,72,8,1,0,2024-05-01,2024-06-04,,34,,Dropped at Screening,Jun-2024
52,0,2,5,5,21.48,44,18,62,1,0,2024-06-28,2024-07-22,,24,,Dropped at Interview,Jul-2024
47,1,2,15,1,3.18,27,15,33,2,1,2024-03-22,2024-04-01,2024-05-01,10,30.0,Joined,Apr-2024
27,1,2,12,5,15.17,81,53,80,3,1,2024-01-13,2024-02-21,2024-03-13,39,21.0,Joined,Feb-2024
53,0,2,5,4,23.11,99,24,90,1,1,2024-01-24,2024-02-14,2024-03-03,21,18.0,Joined,Feb-2024
54,1,2,7,3,6.73,28,17,28,2,0,2024-06-16,2024-07-05,,19,,Dropped at Screening,Jul-2024
51,1,2,6,3,23.21,16,22,36,3,0,2024-01-14,2024-02-20,,37,,Dropped at Screening,Feb-2024
43,1,2,7,3,42.81,67,84,42,3,1,2024-03-10,2024-04-21,2024-05-20,42,29.0,Joined,Apr-2024
33,0,2,13,5,29.48,43,10,85,1,1,2024-03-02,2024-03-23,2024-04-06,21,14.0,Joined,Mar-2024
51,0,2,8,3,4.87,60,38,63,1,0,2024-04-29,2024-05-20,,21,,Dropped at Offer,May-2024
35,1,1,5,1,10.39,92,67,23,2,1,2024-03-29,2024-04-14,2024-04-26,16,12.0,Joined,Apr-2024
23,1,3,13,3,24.25,67,24,70,1,1,2024-01-01,2024-01-21,2024-01-30,20,9.0,Joined,Jan-2024
40,0,2,15,4,18.71,73,62,33,2,1,2024-05-05,2024-05-18,2024-06-16,13,29.0,Joined,May-2024
33,0,3,2,1,18.58,24,95,47,3,1,2024-02-01,2024-03-14,2024-03-24,42,10.0,Joined,Mar-2024
50,1,2,9,3,26.93,94,29,11,3,0,2024-05-20,2024-06-17,,28,,Dropped at Offer,Jun-2024
37,1,2,2,3,29.64,66,44,22,3,1,2024-06-09,2024-07-20,2024-08-05,41,16.0,Joined,Jul-2024
26,0,1,15,2,40.05,1,89,78,3,1,2024-02-01,2024-03-15,2024-04-04,43,20.0,Joined,Mar-2024
29,0,1,10,5,17.71,88,60,96,1,1,2024-02-25,2024-03-20,2024-04-16,24,27.0,Joined,Mar-2024
26,0,3,11,1,40.47,48,99,12,1,1,2024-05-31,2024-06-26,2024-07-26,26,30.0,Joined,Jun-2024
52,1,1,0,2,17.59,69,50,86,2,0,2024-03-31,2024-04-13,,13,,Dropped at Offer,Apr-2024
42,0,1,10,4,3.72,25,97,95,2,1,2024-01-04,2024-01-16,2024-02-06,12,21.0,Joined,Jan-2024
40,1,3,14,5,28.16,71,8,44,2,1,2024-01-23,2024-02-08,2024-02-21,16,13.0,Joined,Feb-2024
38,0,1,12,1,29.81,98,75,98,2,1,2024-01-29,2024-02-12,2024-02-25,14,13.0,Joined,Feb-2024
38,0,2,14,3,46.79,26,1,64,2,1,2024-04-07,2024-04-21,2024-05-05,14,14.0,Joined,Apr-2024
48,0,3,4,1,36.58,88,4,46,3,1,2024-05-28,2024-06-29,2024-07-15,32,16.0,Joined,Jun-2024
37,0,3,13,3,45.97,17,61,57,3,0,2024-01-30,2024-03-04,,34,,Dropped at Screening,Mar-2024
21,1,2,3,5,45.51,53,68,4,3,1,2024-03-30,2024-05-04,2024-05-29,35,25.0,Joined,May-2024
20,1,1,8,3,30.62,0,51,76,2,1,2024-05-27,2024-06-09,2024-07-04,13,25.0,Joined,Jun-2024
24,0,3,14,4,26.86,60,85,4,3,0,2024-05-23,2024-07-01,,39,,Dropped at Offer,Jul-2024
39,1,3,8,3,28.31,2,4,59,3,1,2024-03-07,2024-04-08,2024-04-16,32,8.0,Joined,Apr-2024
30,0,2,14,4,48.94,67,58,95,3,0,2024-06-25,2024-08-08,,44,,Dropped at Offer,Aug-2024
21,0,2,13,5,38.89,40,67,20,3,1,2024-04-10,2024-05-22,2024-06-12,42,21.0,Joined,May-2024
22,0,1,4,5,6.21,36,8,23,1,0,2024-02-27,2024-03-26,,28,,Dropped at Interview,Mar-2024
42,0,3,9,1,39.14,50,92,17,2,0,2024-06-20,2024-07-07,,17,,Dropped at Interview,Jul-2024
31,1,1,3,4,9.36,14,21,20,2,1,2024-01-25,2024-02-04,2024-02-11,10,7.0,Joined,Feb-2024
39,0,1,6,4,22.92,7,26,53,1,0,2024-01-23,2024-02-16,,24,,Dropped at Screening,Feb-2024
24,0,2,14,2,11.31,37,9,9,3,1,2024-05-08,2024-06-21,2024-07-07,44,16.0,Joined,Jun-2024
49,1,3,5,2,34.79,82,79,23,3,0,2024-04-06,2024-05-16,,40,,Dropped at Offer,May-2024
28,0,3,3,2,43.99,55,60,84,3,0,2024-05-22,2024-06-24,,33,,Dropped at Offer,Jun-2024
53,0,3,12,3,15.23,46,50,88,2,1,2024-05-07,2024-05-29,2024-06-10,22,12.0,Joined,May-2024
54,0,2,12,2,5.02,89,9,59,2,0,2024-03-21,2024-04-04,,14,,Dropped at Offer,Apr-2024
41,1,2,14,4,15.63,9,5,56,2,1,2024-06-28,2024-07-12,2024-08-09,14,28.0,Joined,Jul-2024
43,0,2,9,3,33.95,77,61,22,2,0,2024-06-17,2024-07-08,,21,,Dropped at Offer,Jul-2024
36,1,2,1,5,17.11,48,4,21,2,0,2024-06-20,2024-07-03,,13,,Dropped at Interview,Jul-2024
29,0,2,0,1,14.63,40,69,67,1,1,2024-01-04,2024-02-01,2024-02-20,28,19.0,Joined,Feb-2024
49,0,3,3,2,10.04,82,62,33,2,1,2024-05-14,2024-05-26,2024-06-11,12,16.0,Joined,May-2024
42,1,1,3,5,25.38,29,55,69,3,0,2024-02-15,2024-03-24,,38,,Dropped at Screening,Mar-2024
51,0,3,12,4,14.52,4,58,27,2,1,2024-01-09,2024-01-22,2024-02-09,13,18.0,Joined,Jan-2024
36,0,1,0,1,36.82,94,62,94,1,1,2024-06-09,2024-07-03,2024-08-02,24,30.0,Joined,Jul-2024
36,1,2,5,5,4.75,70,88,98,3,0,2024-02-02,2024-03-09,,36,,Dropped at Offer,Mar-2024
33,1,1,3,1,33.54,82,58,38,1,0,2024-03-24,2024-04-24,,31,,Dropped at Offer,Apr-2024
28,1,3,0,2,12.64,30,50,41,3,1,2024-05-11,2024-06-24,2024-07-06,44,12.0,Joined,Jun-2024
21,1,3,0,4,24.97,51,49,22,2,0,2024-03-05,2024-03-16,,11,,Dropped at Interview,Mar-2024
44,1,1,14,1,15.02,87,3,69,1,1,2024-04-15,2024-05-11,2024-05-23,26,12.0,Joined,May-2024
28,0,2,12,5,36.42,97,47,79,3,1,2024-02-03,2024-03-10,2024-03-17,36,7.0,Joined,Mar-2024
41,1,2,0,2,47.32,22,31,1,2,1,2024-03-25,2024-04-04,2024-04-22,10,18.0,Joined,Apr-2024
23,0,3,7,2,45.94,47,50,23,3,1,2024-03-28,2024-04-29,2024-05-28,32,29.0,Joined,Apr-2024
45,0,1,9,5,29.59,39,51,16,1,1,2024-06-01,2024-06-28,2024-07-27,27,29.0,Joined,Jun-2024
48,0,2,7,5,23.67,5,98,64,1,1,2024-02-24,2024-03-18,2024-04-03,23,16.0,Joined,Mar-2024
53,1,2,1,1,41.1,37,73,69,1,0,2024-05-16,2024-06-10,,25,,Dropped at Interview,Jun-2024
42,1,3,10,3,34.48,40,33,68,1,1,2024-01-17,2024-02-16,2024-03-07,30,20.0,Joined,Feb-2024
30,0,2,12,2,9.99,99,35,59,2,0,2024-05-28,2024-06-12,,15,,Dropped at Offer,Jun-2024
25,1,1,6,1,41.23,26,69,49,3,1,2024-05-20,2024-06-15,2024-07-06,26,21.0,Joined,Jun-2024
37,1,3,13,5,22.02,74,42,92,2,0,2024-05-10,2024-06-01,,22,,Dropped at Offer,Jun-2024
40,1,3,7,1,10.26,68,15,11,1,0,2024-01-04,2024-01-30,,26,,Dropped at Offer,Jan-2024
53,1,1,7,5,14.81,56,58,46,3,0,2024-01-07,2024-02-09,,33,,Dropped at Offer,Feb-2024
36,0,3,10,4,14.11,16,52,66,1,1,2024-01-26,2024-02-17,2024-03-17,22,29.0,Joined,Feb-2024
44,0,2,9,5,26.44,70,18,64,2,0,2024-01-24,2024-02-12,,19,,Dropped at Offer,Feb-2024
31,1,2,14,5,12.48,90,97,26,2,0,2024-01-10,2024-01-24,,14,,Dropped at Offer,Jan-2024
42,0,1,10,5,7.05,46,88,47,2,1,2024-01-13,2024-02-05,2024-03-06,23,30.0,Joined,Feb-2024
41,1,2,12,3,7.06,78,94,87,3,0,2024-05-04,2024-06-12,,39,,Dropped at Offer,Jun-2024
40,1,1,6,5,29.58,12,40,61,3,0,2024-06-20,2024-07-27,,37,,Dropped at Screening,Jul-2024
46,0,1,4,2,37.0,10,80,43,1,1,2024-02-08,2024-03-09,2024-03-19,30,10.0,Joined,Mar-2024
50,0,2,0,2,16.76,89,46,18,3,0,2024-05-26,2024-07-02,,37,,Dropped at Offer,Jul-2024
25,0,1,11,1,2.7,85,93,58,3,0,2024-06-27,2024-07-28,,31,,Dropped at Offer,Jul-2024
46,1,2,8,3,7.23,91,53,7,2,1,2024-01-19,2024-02-03,2024-02-10,15,7.0,Joined,Feb-2024
53,0,3,12,1,45.82,23,54,54,1,0,2024-03-16,2024-04-16,,31,,Dropped at Screening,Apr-2024
31,1,3,15,2,25.18,92,94,46,2,0,2024-02-21,2024-03-06,,14,,Dropped at Offer,Mar-2024
26,0,1,6,2,23.23,72,18,1,1,0,2024-06-23,2024-07-16,,23,,Dropped at Offer,Jul-2024
29,0,2,1,4,2.86,3,61,93,1,0,2024-04-29,2024-05-26,,27,,Dropped at Screening,May-2024
36,1,2,5,5,36.7,45,98,93,3,1,2024-06-06,2024-07-02,2024-07-16,26,14.0,Joined,Jul-2024
45,1,3,1,2,26.88,17,92,38,2,1,2024-02-15,2024-02-29,2024-03-09,14,9.0,Joined,Feb-2024
40,1,3,14,1,10.9,42,58,44,3,1,2024-05-28,2024-07-07,2024-07-27,40,20.0,Joined,Jul-2024
47,1,2,0,1,6.39,79,64,31,3,1,2024-03-15,2024-04-18,2024-05-11,34,23.0,Joined,Apr-2024
21,1,1,13,5,19.79,32,67,64,3,0,2024-05-03,2024-06-04,,32,,Dropped at Interview,Jun-2024
20,1,3,6,5,42.02,92,27,37,1,1,2024-02-17,2024-03-09,2024-03-17,21,8.0,Joined,Mar-2024
45,1,1,12,4,43.4,9,17,76,2,1,2024-03-02,2024-03-14,2024-04-04,12,21.0,Joined,Mar-2024
48,1,1,15,3,30.54,72,25,10,2,0,2024-02-27,2024-03-22,,24,,Dropped at Offer,Mar-2024
40,0,3,1,1,36.65,58,18,9,3,0,2024-01-18,2024-02-27,,40,,Dropped at Offer,Feb-2024
30,1,1,12,5,6.64,30,54,58,1,0,2024-04-17,2024-05-07,,20,,Dropped at Interview,May-2024
30,1,1,13,1,29.82,27,56,89,2,1,2024-02-17,2024-02-29,2024-03-12,12,12.0,Joined,Feb-2024
54,0,2,13,5,33.68,59,5,54,2,0,2024-03-03,2024-03-14,,11,,Dropped at Offer,Mar-2024
53,1,1,1,2,10.83,2,0,19,3,0,2024-01-12,2024-02-14,,33,,Dropped at Screening,Feb-2024
43,0,2,12,1,44.13,54,7,80,1,0,2024-02-03,2024-03-02,,28,,Dropped at Interview,Mar-2024
41,0,3,10,2,10.55,13,96,16,3,1,2024-04-11,2024-05-13,2024-05-24,32,11.0,Joined,May-2024
24,1,3,4,1,16.36,57,50,67,2,1,2024-03-27,2024-04-18,2024-05-08,22,20.0,Joined,Apr-2024
52,0,2,13,3,31.41,88,84,4,1,1,2024-01-25,2024-02-20,2024-03-16,26,25.0,Joined,Feb-2024
39,1,3,4,4,32.28,14,87,59,3,1,2024-05-11,2024-06-18,2024-07-03,38,15.0,Joined,Jun-2024
38,0,1,15,2,35.27,1,24,22,2,1,2024-05-20,2024-06-03,2024-06-17,14,14.0,Joined,Jun-2024
54,0,1,6,5,6.49,23,46,45,3,1,2024-06-18,2024-07-23,2024-08-01,35,9.0,Joined,Jul-2024
36,0,1,0,3,42.62,77,54,51,3,1,2024-02-18,2024-04-02,2024-04-26,44,24.0,Joined,Apr-2024
53,1,3,7,1,27.11,63,63,9,3,0,2024-03-18,2024-04-23,,36,,Dropped at Offer,Apr-2024
28,1,1,2,2,24.09,70,82,45,1,0,2024-06-23,2024-07-26,,33,,Dropped at Offer,Jul-2024
45,0,3,3,1,49.07,99,92,27,2,0,2024-05-15,2024-06-06,,22,,Dropped at Offer,Jun-2024
21,0,1,14,1,37.28,23,9,96,2,1,2024-02-24,2024-03-07,2024-03-21,12,14.0,Joined,Mar-2024
28,1,2,8,1,6.78,26,55,42,2,1,2024-01-18,2024-02-02,2024-02-24,15,22.0,Joined,Feb-2024
28,1,3,3,4,38.07,36,11,25,2,0,2024-02-04,2024-02-14,,10,,Dropped at Interview,Feb-2024
36,0,3,9,4,5.67,93,32,54,1,0,2024-06-08,2024-07-01,,23,,Dropped at Offer,Jul-2024
20,0,1,11,5,2.35,90,70,47,3,1,2024-05-31,2024-07-14,2024-08-04,44,21.0,Joined,Jul-2024
44,1,3,14,2,20.78,38,16,28,2,1,2024-01-07,2024-01-27,2024-02-23,20,27.0,Joined,Jan-2024
44,1,3,4,3,49.69,62,60,26,1,1,2024-01-13,2024-02-12,2024-03-04,30,21.0,Joined,Feb-2024
54,1,2,6,3,9.57,78,9,17,3,1,2024-05-05,2024-06-08,2024-06-30,34,22.0,Joined,Jun-2024
22,1,2,15,3,33.96,25,30,59,1,1,2024-04-21,2024-05-14,2024-05-21,23,7.0,Joined,May-2024
49,1,1,3,1,9.5,64,59,73,1,1,2024-03-09,2024-04-10,2024-04-26,32,16.0,Joined,Apr-2024
53,0,2,13,4,36.51,3,69,68,2,1,2024-04-09,2024-04-27,2024-05-22,18,25.0,Joined,Apr-2024
31,1,1,0,2,25.76,28,16,73,2,1,2024-03-30,2024-04-09,2024-04-20,10,11.0,Joined,Apr-2024
38,0,1,8,1,34.32,0,49,20,3,0,2024-02-11,2024-03-10,,28,,Dropped at Screening,Mar-2024
36,1,1,3,4,10.94,49,36,23,3,1,2024-04-18,2024-05-18,2024-06-11,30,24.0,Joined,May-2024
29,0,3,8,4,37.54,85,81,2,2,1,2024-06-07,2024-06-29,2024-07-08,22,9.0,Joined,Jun-2024
31,1,2,5,2,49.79,10,61,94,1,1,2024-04-19,2024-05-09,2024-05-19,20,10.0,Joined,May-2024
35,1,1,14,2,33.62,73,89,61,2,0,2024-01-26,2024-02-09,,14,,Dropped at Offer,Feb-2024
43,0,2,0,2,25.18,58,79,100,3,0,2024-03-16,2024-04-19,,34,,Dropped at Offer,Apr-2024
38,0,1,11,1,46.24,61,71,1,1,1,2024-02-01,2024-02-29,2024-03-10,28,10.0,Joined,Feb-2024
27,1,2,2,5,1.78,80,87,65,1,0,2024-03-31,2024-04-25,,25,,Dropped at Offer,Apr-2024
50,1,2,10,2,36.77,35,76,41,1,0,2024-05-04,2024-05-24,,20,,Dropped at Interview,May-2024
40,1,1,1,5,44.55,55,28,33,2,0,2024-05-05,2024-05-25,,20,,Dropped at Offer,May-2024
36,1,3,15,1,4.02,89,31,41,2,1,2024-02-21,2024-03-09,2024-03-26,17,17.0,Joined,Mar-2024
42,1,2,8,5,23.05,20,87,19,3,1,2024-05-27,2024-07-06,2024-07-21,40,15.0,Joined,Jul-2024
35,0,3,15,3,11.03,12,79,96,1,1,2024-04-12,2024-05-16,2024-05-23,34,7.0,Joined,May-2024
25,0,3,14,5,28.76,8,10,67,1,1,2024-04-14,2024-05-16,2024-06-07,32,22.0,Joined,May-2024
27,1,1,11,2,32.83,10,95,44,2,1,2024-06-16,2024-07-01,2024-07-16,15,15.0,Joined,Jul-2024
44,0,1,0,1,15.83,74,5,74,3,1,2024-01-14,2024-02-27,2024-03-15,44,17.0,Joined,Feb-2024
37,0,1,12,2,23.54,69,34,41,3,1,2024-06-20,2024-07-18,2024-07-30,28,12.0,Joined,Jul-2024
44,0,2,13,3,14.69,0,32,46,1,0,2024-04-13,2024-05-16,,33,,Dropped at Screening,May-2024
31,1,1,8,2,19.1,69,17,4,2,1,2024-04-26,2024-05-13,2024-06-05,17,23.0,Joined,May-2024
34,0,1,8,2,8.82,76,36,88,1,1,2024-02-17,2024-03-10,2024-03-28,22,18.0,Joined,Mar-2024
45,1,2,7,2,44.39,85,12,48,2,1,2024-04-02,2024-04-13,2024-05-11,11,28.0,Joined,Apr-2024
45,0,2,7,4,1.49,55,73,36,3,1,2024-06-19,2024-07-14,2024-07-28,25,14.0,Joined,Jul-2024
51,1,1,10,3,44.24,30,100,33,1,1,2024-05-23,2024-06-19,2024-07-11,27,22.0,Joined,Jun-2024
29,0,1,13,2,29.01,85,89,72,1,1,2024-04-19,2024-05-21,2024-06-01,32,11.0,Joined,May-2024
35,1,1,11,2,17.25,36,80,69,1,1,2024-06-11,2024-07-03,2024-07-30,22,27.0,Joined,Jul-2024
26,1,1,0,2,36.43,46,63,17,3,1,2024-02-22,2024-03-31,2024-04-07,38,7.0,Joined,Mar-2024
36,0,3,10,1,25.88,90,0,77,1,0,2024-06-10,2024-07-01,,21,,Dropped at Offer,Jul-2024
42,1,3,7,4,25.46,77,62,18,3,0,2024-01-03,2024-02-07,,35,,Dropped at Offer,Feb-2024
45,1,1,9,1,6.4,46,88,77,2,1,2024-03-08,2024-03-21,2024-04-13,13,23.0,Joined,Mar-2024
40,1,3,13,4,20.09,68,33,39,3,1,2024-05-12,2024-06-07,2024-07-07,26,30.0,Joined,Jun-2024
41,1,2,2,2,12.81,57,9,16,2,0,2024-05-17,2024-05-31,,14,,Dropped at Offer,May-2024
26,1,3,10,3,1.77,35,83,59,3,1,2024-02-21,2024-04-04,2024-05-01,43,27.0,Joined,Apr-2024
33,1,3,6,5,18.64,31,6,98,3,1,2024-06-05,2024-07-13,2024-07-27,38,14.0,Joined,Jul-2024
34,1,1,10,5,5.4,97,55,92,1,0,2024-04-05,2024-04-28,,23,,Dropped at Offer,Apr-2024
26,1,3,14,2,13.58,63,79,41,3,1,2024-01-31,2024-03-02,2024-03-18,31,16.0,Joined,Mar-2024
28,0,3,0,1,5.53,70,36,80,1,1,2024-03-06,2024-03-26,2024-04-19,20,24.0,Joined,Mar-2024
27,0,3,0,3,5.95,41,28,71,2,1,2024-03-31,2024-04-20,2024-05-11,20,21.0,Joined,Apr-2024
42,1,3,15,4,10.75,47,11,64,2,0,2024-03-09,2024-03-28,,19,,Dropped at Interview,Mar-2024
48,1,2,9,2,49.99,73,16,52,1,0,2024-06-13,2024-07-06,,23,,Dropped at Offer,Jul-2024
37,0,1,12,3,1.11,80,47,99,2,1,2024-06-03,2024-06-19,2024-07-15,16,26.0,Joined,Jun-2024
50,0,1,4,3,32.29,29,83,6,3,0,2024-03-27,2024-05-04,,38,,Dropped at Screening,May-2024
49,0,2,4,4,7.92,20,25,4,1,0,2024-02-02,2024-03-01,,28,,Dropped at Screening,Mar-2024
54,1,3,7,3,46.11,59,82,23,1,0,2024-03-08,2024-03-28,,20,,Dropped at Offer,Mar-2024
37,0,2,6,1,5.59,12,11,27,1,1,2024-03-28,2024-04-27,2024-05-16,30,19.0,Joined,Apr-2024
36,1,3,7,1,47.8,0,20,61,2,0,2024-06-20,2024-07-08,,18,,Dropped at Screening,Jul-2024
33,1,2,5,1,30.94,64,41,16,2,0,2024-04-04,2024-04-28,,24,,Dropped at Offer,Apr-2024
50,0,1,5,3,1.06,32,60,100,3,0,2024-04-17,2024-05-19,,32,,Dropped at Interview,May-2024
43,1,1,1,1,44.81,37,57,19,3,1,2024-06-25,2024-07-31,2024-08-16,36,16.0,Joined,Jul-2024
54,1,1,5,4,26.56,24,53,2,1,0,2024-02-22,2024-03-19,,26,,Dropped at Screening,Mar-2024
53,1,3,4,3,13.87,25,33,36,3,0,2024-03-14,2024-04-21,,38,,Dropped at Screening,Apr-2024
22,1,3,12,5,38.6,76,6,89,2,1,2024-02-18,2024-02-29,2024-03-15,11,15.0,Joined,Feb-2024
45,0,2,15,3,46.41,58,34,14,3,0,2024-04-22,2024-05-22,,30,,Dropped at Offer,May-2024
42,0,2,2,4,24.7,91,14,50,2,0,2024-04-23,2024-05-08,,15,,Dropped at Offer,May-2024
34,1,1,5,5,16.46,32,64,47,3,0,2024-04-04,2024-04-29,,25,,Dropped at Interview,Apr-2024
23,1,3,7,3,39.66,100,89,7,2,1,2024-01-25,2024-02-18,2024-03-08,24,19.0,Joined,Feb-2024
48,0,2,8,1,34.41,40,98,12,2,1,2024-05-11,2024-05-30,2024-06-08,19,9.0,Joined,May-2024
41,1,3,0,2,44.55,29,24,47,3,0,2024-06-27,2024-08-07,,41,,Dropped at Screening,Aug-2024
44,0,3,2,2,34.93,56,58,2,3,0,2024-05-18,2024-06-22,,35,,Dropped at Offer,Jun-2024
32,1,1,2,1,12.93,48,78,64,2,0,2024-05-24,2024-06-15,,22,,Dropped at Interview,Jun-2024
37,1,1,10,2,46.65,47,85,72,1,0,2024-04-17,2024-05-12,,25,,Dropped at Interview,May-2024
52,0,3,7,2,6.14,71,5,30,3,0,2024-03-09,2024-04-08,,30,,Dropped at Offer,Apr-2024
35,0,3,0,1,14.13,48,51,25,2,0,2024-03-24,2024-04-15,,22,,Dropped at Interview,Apr-2024
21,0,3,4,1,26.49,46,78,80,3,1,2024-06-05,2024-07-12,2024-08-09,37,28.0,Joined,Jul-2024
54,0,3,2,3,28.72,55,87,55,3,0,2024-03-25,2024-04-29,,35,,Dropped at Offer,Apr-2024
53,1,1,1,3,1.75,64,20,33,3,0,2024-04-28,2024-05-30,,32,,Dropped at Offer,May-2024
49,0,2,14,1,39.25,11,70,8,3,0,2024-03-12,2024-04-15,,34,,Dropped at Screening,Apr-2024
32,1,1,7,4,18.72,68,92,61,3,1,2024-01-20,2024-02-15,2024-03-15,26,29.0,Joined,Feb-2024
32,0,2,2,2,20.91,87,95,12,1,0,2024-01-27,2024-02-19,,23,,Dropped at Offer,Feb-2024
37,0,3,6,3,40.66,5,31,68,1,1,2024-01-08,2024-01-31,2024-02-09,23,9.0,Joined,Jan-2024
51,1,2,11,2,19.58,88,52,40,1,0,2024-03-25,2024-04-26,,32,,Dropped at Offer,Apr-2024
51,0,1,10,5,3.31,64,58,76,2,0,2024-03-01,2024-03-21,,20,,Dropped at Offer,Mar-2024
54,0,1,0,1,9.65,24,68,0,1,0,2024-06-04,2024-07-03,,29,,Dropped at Screening,Jul-2024
48,0,3,5,4,47.84,0,61,88,1,0,2024-01-03,2024-02-02,,30,,Dropped at Screening,Feb-2024
48,0,1,2,5,4.45,31,3,46,2,0,2024-01-07,2024-01-28,,21,,Dropped at Interview,Jan-2024
35,1,3,7,5,18.39,2,85,3,1,0,2024-01-04,2024-02-05,,32,,Dropped at Screening,Feb-2024
29,1,1,5,5,25.66,48,17,99,3,1,2024-05-12,2024-06-07,2024-06-14,26,7.0,Joined,Jun-2024
49,0,1,11,1,25.17,18,98,62,1,0,2024-05-18,2024-06-17,,30,,Dropped at Screening,Jun-2024
44,0,3,1,3,1.19,59,80,51,1,0,2024-05-04,2024-06-05,,32,,Dropped at Offer,Jun-2024
39,0,2,5,1,25.56,28,55,9,1,0,2024-01-15,2024-02-16,,32,,Dropped at Screening,Feb-2024
24,1,1,6,3,19.8,49,23,27,3,1,2024-01-13,2024-02-26,2024-03-05,44,8.0,Joined,Feb-2024
20,1,2,4,5,48.63,1,65,5,3,0,2024-04-27,2024-06-04,,38,,Dropped at Screening,Jun-2024
49,1,1,2,5,8.8,72,12,26,3,1,2024-01-07,2024-02-10,2024-02-27,34,17.0,Joined,Feb-2024
22,1,1,3,4,18.35,55,61,11,3,0,2024-04-13,2024-05-09,,26,,Dropped at Offer,May-2024
33,0,1,3,3,21.55,16,53,61,2,0,2024-01-06,2024-01-23,,17,,Dropped at Screening,Jan-2024
49,0,1,5,5,20.14,59,14,51,3,1,2024-03-04,2024-04-15,2024-05-05,42,20.0,Joined,Apr-2024
23,0,2,9,2,33.63,35,68,47,3,1,2024-06-26,2024-07-22,2024-08-07,26,16.0,Joined,Jul-2024
37,1,2,0,4,11.56,60,2,66,3,0,2024-01-30,2024-03-03,,33,,Dropped at Offer,Mar-2024
44,0,1,10,1,11.83,16,36,45,3,1,2024-01-22,2024-02-17,2024-03-01,26,13.0,Joined,Feb-2024
20,1,1,3,4,36.73,48,36,96,2,1,2024-06-01,2024-06-15,2024-07-14,14,29.0,Joined,Jun-2024
34,1,2,9,2,25.51,75,100,73,1,0,2024-06-04,2024-07-05,,31,,Dropped at Offer,Jul-2024
